가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
능허대로,37.430381,126.635405,37.396558,126.673235,버즘나무+은행나무+벚나무,717,6,,도로를_따라_버즘나무_등이_식재되어_있음,,,옹암교차로~동막교,,,2026-05-08,3520000,인천광역시 연수구
함박뫼로,37.417505,126.670982,37.416791,126.695805,버즘나무+은행나무+가이즈까향,536,2.7,,도로를_따라_버즘나무_등이_식재되어_있음,,,청학중학교~연수교,,,2026-05-08,3520000,인천광역시 연수구
독배로,37.420649,126.646057,37.434275,126.647213,버즘나무+은행나무+벚나무+메타세콰이어,301,1.5,,도로를_따라_버즘나무_등이_식재되어_있음,,,송도전화국앞~옥련동 64-58,,,2026-05-08,3520000,인천광역시 연수구
미추홀대로,37.428915,126.670835,37.401081,126.655288,느티나무+회화나무+히말라야시다+주목,1180,2.7,,도로를_따라_느티나무_등이_식재되어_있음,,,문학터널~동춘지하차도,,,2026-05-08,3520000,인천광역시 연수구
먼우금로,37.424156,126.682788,37.399044,126.668754,버즘나무+중국단풍,496,4.5,,도로를_따라_버즘나무가_식재되어_있음,,,수리봉사거리~구석말삼거리,,,2026-05-08,3520000,인천광역시 연수구
원인재로,37.422968,126.693478,37.402968,126.669761,느티나무+버즘나무,615,3.3,,도로를_따라_느티나무_등이_식재되어_있음,,,갈마산~서면초교사거리,,,2026-05-08,3520000,인천광역시 연수구
경원대로,37.434062,126.697768,37.392485,126.666958,은행나무+느티나무+목련+중국단풍,1988,7.3,,도로를_따라_은행나무_등이_식재되어_있음,,,문학경기장정문교차로~외암도사거리,,,2026-05-08,3520000,인천광역시 연수구
아암대로,37.430381,126.635405,37.392471,126.666879,느티나무+벚나무+해송,1825,5.3,,도로를_따라_느티나무_등이_식재되어_있음,,,옹암사거리~송도지하차도,,,2026-05-08,3520000,인천광역시 연수구
앵고개로,37.408511,126.646604,37.402432,126.680957,느티나무+버즘나무+벚나무+중국단풍,697,3.5,,도로를_따라_느티나무_등이_식재되어_있음,,,송도3교교차로~동춘교,,,2026-05-08,3520000,인천광역시 연수구
청능대로,37.418415,126.666745,37.406196,126.686211,버즘나무+느티나무+감나무+중국단풍,349,2.8,,도로를_따라_버즘나무_등이_식재되어_있음,,,청능교차로~남동대교,,,2026-05-08,3520000,인천광역시 연수구
비류대로,37.430381,126.635405,37.422866,126.702579,느티나무+버즘나무,1177,6.6,,도로를_따라_느티나무_등이_식재되어_있음,,,옹암사거리~선학교,,,2026-05-08,3520000,인천광역시 연수구
한진로,37.429875,126.649541,37.422416,126.647961,은행나무,43,1,,도로를_따라_은행나무가_식재되어_있음,,,비류대로~능허대초등학교,,,2026-05-08,3520000,인천광역시 연수구
마들길,37.617831,127.069997,37.6400369,127.054804,은행나무+양버즘나무,289,30.9,,중랑천 변 도로의 가로수로 은행나무와 버즘나무가 식재되어 있음,마들로,시도,월릉교~월계동670-1(녹천마을 앞),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
방학로,37.6612354,127.0582536,37.6617336,127.0524625,양버즘나무,147,0.55,,양버즘나무가 식재되어 있음,노원로,시도,상계동 666-3(동일로 분기점)~상계교,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
상계로,37.6545515,127.0552566,37.6704119,127.0810663,은행나무+느티나무+벚나무+메타,96,3.21,,양버즘나무가 식재되어 있음,상계로,시도,상계6동 799-2(동부간선 분기점)~상계동 65-16(당고개역),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
화랑로,37.6151366,127.0664518,37.6408708,127.1115579,양버즘나무+느티나무+벚나무+소나무,1012,4.79,,수고가 높은 양버즘나무가 긴 거리로 식재되어 있어 장관을 이룸,화랑로,시도,석계역~구리시계,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
월계로,37.624614,127.0502615,37.6357144,127.0678524,양버즘나무+느릅나무,250,2.08,,양버즘나무와 느립나무가 식재되어 있으며 주변에 아파트단지와 상가가 많음,월계로+한글비석로,시도,월계2교~하계역,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
노해길,37.6531369,127.0553802,37.6556628,127.0668053,은행나무+벚나무+메타,301,1.11,,"은행나무, 벚나무, 메타가 식재되어 있으며 주변에 아파트단지와 상가가 많음",노해로,시도,창동교~상계주공6단지(순복음교회 앞),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
한글비석길,37.6361555,127.0685665,37.6644005,127.0524644,은행나무+양버즘나무+느티나무+단풍+층층나무,1449,5.37,,은행나무 등 다양한 가로수가 식재되어 있으며 주변에 상가와 아파트가 많음,한글비석로,시도,하계동 187(동일로 하계역)~상계동 661(동부간선 분기점),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
노원길,37.6219347,127.0870851,37.6610908,127.0590921,은행나무+양버즘나무+벚나무,1182,5.42,,"은행나무, 버즘나무, 느티나무 등이 식재되어 있으며 주변 상가와 아파트가 많음",노원길,시도,공릉동 70-2(화랑로 분기점)~상계동 670-2(동일로 마들역),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
초안산길,37.6284769,127.0555092,37.6359385,127.0524217,양버즘나무+벚나무,158,1,,벚나무가 주로 식재되어 있어 봄철에 아름다운 경관을 볼 수 있다,초안산로,시도,월계동 596(월계로 분기점)~월계동 782-1(월계 배수지 앞),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
당고개길,37.6454326,127.0573991,37.6774673,127.0922851,은행나무+양버즘나무+느티나무,822,4.81,,"은행나무, 양버즘나무, 느티나무가 식재되어 있으며 주변 상가와 아파트가 많음",덕릉로,시도,상계동 768(상천초등학교)~상계동 산156-1(남양주 시계),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
노원교길,37.6787804,127.0519077,37.6783195,127.0550702,양버즘나무,55,0.44,,양버즘나무가 식재되어 있으며 주변 상가가 많음,동일로243길,시도,노원교~수락산역,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
무수동길,37.6368779,127.0802594,37.6513523,127.0731699,은행나무+느티나무+벚나무,493,2.5,,"은행나무, 느티나무, 벚나무 등이 식재되어 있으며 주변 상가와 아파트가 많음",중계로,구도,하계동 산34-13(노원길)~중계동 359-18(당고개길),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
섬밭길,37.6169979,127.0728417,37.6446555,127.0616852,은행나무+양버즘나무+느티나무+벚나무+대왕참나무,551,3.3,,은행나무 등 다양한 가로수가 식재되어 있으며 주변에 상가와 아파트가 많음,섬밭로,구도,공릉동 684-18(화랑로)~중계동 501(당고개길),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
수락산길,37.6635952,127.0753693,37.6710869,127.0499755,은행나무+벚나무+메타+대왕참나무,513,2.6,,수락산과 연접해 있는 길로 은행나무 등 다양한 가로수가 식재되어 있음,수락산로,구도,상계5동 172(상계로)~상계8동 620(상경초등학교),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
공릉길,37.6189044,127.0784957,37.6460405,127.0663887,은행나무+양버즘나무+느티나무+벚나무,543,3.5,,은행나무 등 다양한 가로수가 식재되어 있으며 주변에 상가와 아파트가 많음,공릉로,구도,공릉동 661-11(화랑로)~중계동 514(당고개길),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
공릉역길,37.6257372,127.0733487,37.6270327,127.0763746,은행나무,136,0.4,,은행나무가 식재되어 있음,공릉로192길,구도,공릉역~동부아파트 삼거리,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
"중현1,2길,경기공고길",37.6312918,127.0655599,37.6318282,127.0727089,은행나무,88,0.7,,은행나무가 식재되어 있음,공릉55길,구도,중현공원~한천중학교,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
"등나무1,2,3.길",37.6396916,127.0608426,37.6444948,127.0748288,은행나무+느티나무,283,1.3,,"은행나무, 느티나무가 식재되어 있으며 주변 상가와 아파트가 많음",동일로205길+노원로18길,구도,당현천 자전거 대여소~한글비 근린공원,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
체육회관길,37.647723,127.0703788,37.6480139,127.080464,느티나무,184,0.9,,느티나무가 식재되어 있으며 주변 상가가 많음,한글비석로8길+노원로22길,구도,구민체육센터삼거리~불암고등학교,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
"당현1,2길",37.6477394,127.0567246,37.6489261,127.0617907,은행나무+양버즘나무+메타,313,1,,"은행나무, 양버즘나무, 메타세콰이어가 식재되어 있으며 주변 학교와 아파트가 있음",동일로213길,구도,상계동 742(당현초등학교)~상계동 763-6,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
"느티울1,2길",37.6501725,127.0557406,37.6529053,127.0676527,은행나무+느티나무+메타,304,1,,"은행나무, 느티나무, 메타세콰이어가 식재되어 있으며 주변에 아파트가 많음",동일로215길+동일로216길,구도,상계동 730-4(상계주공3단지)~상계동 한양아파트,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
온곡길,37.667727,127.0667141,37.6590694,127.0651424,은행나무,226,1,,은행나무가 식재되어 있으며 주변 아파트와 상가가 많음,노원로34길+한글비석로52길,구도,온곡초등학교~상계초등학교(노원로),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
늘푸른1길,37.6669148,127.0511288,37.6673177,127.0568075,은행나무,141,0.6,,은행나무가 식재되어 있으며 주변 아파트와 상가가 많음,동일로227길,구도,"상계8동 주민센터~상계11,13단지 사거리",02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
늘푸른2길,37.6676895,127.0574196,37.6687755,127.0604357,은행나무,86,0.3,,은행나무가 식재되어 있으며 주변 아파트와 상가가 많음,동일로228길,구도,"상계11,13단지 사거리~상원초교 삼거리",02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
늘푸른3길,37.6682711,127.0601292,37.6650258,127.0634815,느티나무+벚나무,66,0.4,,"느티나무, 벚나무가 식재되어 있으며 학교가 많음",한글비석로54길,구도,상원초등학교~청원초등학교(한글비석길),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
원광길,37.654676,127.0746804,37.6545478,127.077842,느티나무,74,0.3,,느티나무가 식재되어 있고 아파트와 학교가 있음,덕릉로76길,구도,"원광초교 삼거리~중계주공4,5단지 삼거리",02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
석계역길,37.6149754,127.0648207,37.6230236,127.060308,양버즘나무+벚나무,108,0.9,,"양버즘나무, 벚나무가 식재되어 있고 아파트와 전철역이 있음",석계로,구도,월계동 47-13(석계역)~월계동379-46,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
상곡길,37.6648198,127.0611238,37.6611344,127.0618008,은행나무,111,1,,은행나무가 식재되어 있으며 주변에 아파트와 학교가 있음,노원로38길,구도,청원초등학교(한글비석길)~상계주공8단지아파트(노원길),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
광운길,37.618376,127.0573706,37.6229967,127.0601237,벚나무,60,0.6,,벚나무가 식재되어 있어 봄철 아름다운 경관을 볼수 있음,광운로,구도,월계동 472-4(선곡초등학교)~월계동 383-4(성북역),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
"중평1,3길",37.6371774,127.0615317,37.6393897,127.069136,은행나무+느티나무,147,0.7,,"은행나무,느티나무가 식재되어 있으며 주변에 근린공원이 있어 산책 등의 공간으로 좋음",동일로203길+동일로204길,구도,중평중학교~홈플러스 중계점(공릉길),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
나래길~산업대길,37.627956,127.0693406,37.629971,127.0762303,은행나무+벚나무,58,0.7,,"은행나무,벚나무가 식재되어 있고 주변 아파트 및 상가가 많음",동일로198길,구도,공릉동1차신도아파트~서울산업대 사거리(공릉길),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
모꼬지길(한내길),37.6225162,127.0655635,37.6254853,127.0727028,은행나무,58,0.5,,은행나무가 식재되어 있고 주변 아파트 및 상가가 많음,마들로1길+동일로 191길,구도,월계 미성아파트~공릉역,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
연촌길,37.6336668,127.0718724,37.6330464,127.0697419,은행나무+양버즘나무,38,0.2,,은행나무와 양버즘나무가 식재되어 있으며 주변에 아파트가 있음,공릉로59길,구도,하계동 청구빌라~하계 미성아파트(동1로),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
용동1길,37.6353155,127.0719306,37.6377569,127.0724315,은행나무,34,0.3,,은행나무가 식재되어 있음,공릉로62길,구도,청구하계빌라4단지~노원자동차 검사소 사거리,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
철쭉길,37.6779516,127.0516464,37.6762653,127.055046,벚나무+살구나무,64,0.3,,"벚나무, 살구나무가 식재되어 있어 봄철 아름다운 경관을 볼 수 있음",동일로241길,구도,상계동 상록수아파트~수락산역 사거리,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
송림길,37.6262915,127.0923124,37.6247712,127.0891614,은행나무,109,0.5,,은행나무가 식재되어 있음,화랑로51나길,구도,공릉동 비선아파트(노원길)~화랑로51길,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
송림2길,37.6249894,127.0865789,37.6235509,127.0901114,회화나무,41,0.4,,회화나무가 식재되어 있음,화랑로51길,구도,태랑중학교~화랑로,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
학여울길,37.6336712,127.0642025,37.6434828,127.0645055,은행나무+벚나무,261,1.5,,"은행나무,벚나무가 식재되어 있고 주변 아파트 및 상가가 많음",동일로207길,구도,청구 학여울아파트(월계로)~중계그린 아파트(동1로),02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
원터1길,37.6509045,127.0687161,37.6585611,127.0716584,벚나무+이팝나무,252,1,,"당현천변으로 식재된 벚나무와 이팝나무는 봄과 여름에 꽃이 피어 화사한 느낌을 주며, 산책로로 좋다",노원로26길,구도,당현2교 사거리~상계로,02-2116-3961,서울특별시 노원구청,2026-04-21,3100000,서울특별시 노원구
